id beforeDepartHour duringMinutes arrWeather depCountryCode arrCountryCode classify
118 144~99999 1~300 雨 CN KR 5bffaec57ad3af4fc98e0cf7
119 144~99999 1~300 雨 CN US 5bffaec57ad3af4fc98e0cf7
120 144~99999 1~300 雨 CN * 5bffaec57ad3af4fc98e0cf7
121 144~99999 1~300 雨 CN CN 5bffaec57ad3af4fc98e0cf7
122 144~99999 300~600 雨 CN JP 5bffaec57ad3af4fc98e0cf7
123 144~99999 300~600 雨 CN KR 5bffaec57ad3af4fc98e0cf7
124 144~99999 300~600 雨 CN US 5bffaec57ad3af4fc98e0cf7
125 144~99999 300~600 雨 CN * 5bffaec57ad3af4fc98e0cf7
126 144~99999 300~600 雨 CN CN 5bffaec57ad3af4fc98e0cf7
127 2~6 0~1 雨 * JP 5bffaec57ad3af4fc98e0cf7
128 2~6 0~1 雨 * KR 5bffaec57ad3af4fc98e0cf7
129 2~6 0~1 雨 * US 5bffaec57ad3af4fc98e0cf7
130 2~6 0~1 雨 * * 5bffaec57ad3af4fc98e0cf7
131 2~6 0~1 雨 * CN 5bffaec57ad3af4fc98e0cf7
132 2~6 1~300 雨 * JP 5bffaec57ad3af4fc98e0cf7
133 2~6 1~300 雨 * KR 5bffaec57ad3af4fc98e0cf7
134 2~6 1~300 雨 * US 5bffaec57ad3af4fc98e0cf7
135 2~6 1~300 雨 * * 5bffaec57ad3af4fc98e0cf7
136 2~6 1~300 雨 * CN 5bffaec57ad3af4fc98e0cf7
137 2~6 300~600 雨 * JP 5bffaec57ad3af4fc98e0cf7
138 2~6 300~600 雨 * KR 5bffaec57ad3af4fc98e0cf7
139 2~6 300~600 雨 * US 5bffaec57ad3af4fc98e0cf7
140 2~6 300~600 雨 * * 5bffaec57ad3af4fc98e0cf7
141 2~6 300~600 雨 * CN 5bffaec57ad3af4fc98e0cf7
142 6~144 0~1 雨 * JP 5bffaec57ad3af4fc98e0cf7
143 6~144 0~1 雨 * KR 5bffaec57ad3af4fc98e0cf7
144 6~144 0~1 雨 * US 5bffaec57ad3af4fc98e0cf7
145 6~144 0~1 雨 * * 5bffaec57ad3af4fc98e0cf7
146 6~144 0~1 雨 * CN 5bffaec57ad3af4fc98e0cf7
147 6~144 1~300 雨 * JP 5bffaec57ad3af4fc98e0cf7
148 6~144 1~300 雨 * KR 5bffaec57ad3af4fc98e0cf7
149 6~144 1~300 雨 * US 5bffaec57ad3af4fc98e0cf7
150 6~144 1~300 雨 * * 5bffaec57ad3af4fc98e0cf7
151 6~144 1~300 雨 * CN 5bffaec57ad3af4fc98e0cf7
152 6~144 300~600 雨 * JP 5bffaec57ad3af4fc98e0cf7
153 6~144 300~600 雨 * KR 5bffaec57ad3af4fc98e0cf7
154 6~144 300~600 雨 * US 5bffaec57ad3af4fc98e0cf7
155 6~144 300~600 雨 * * 5bffaec57ad3af4fc98e0cf7
156 6~144 300~600 雨 * CN 5bffaec57ad3af4fc98e0cf7
157 144~99999 0~1 雨 * JP 5bffaec57ad3af4fc98e0cf7
158 144~99999 0~1 雨 * KR 5bffaec57ad3af4fc98e0cf7
159 144~99999 0~1 雨 * US 5bffaec57ad3af4fc98e0cf7
160 144~99999 0~1 雨 * * 5bffaec57ad3af4fc98e0cf7
161 144~99999 0~1 雨 * CN 5bffaec57ad3af4fc98e0cf7
162 144~99999 1~300 雨 * JP 5bffaec57ad3af4fc98e0cf7
163 144~99999 1~300 雨 * KR 5bffaec57ad3af4fc98e0cf7
164 144~99999 1~300 雨 * US 5bffaec57ad3af4fc98e0cf7
165 144~99999 1~300 雨 * * 5bffaec57ad3af4fc98e0cf7
166 144~99999 1~300 雨 * CN 5bffaec57ad3af4fc98e0cf7
167 144~99999 300~600 雨 * JP 5bffaec57ad3af4fc98e0cf7
168 144~99999 300~600 雨 * KR 5bffaec57ad3af4fc98e0cf7
169 144~99999 300~600 雨 * US 5bffaec57ad3af4fc98e0cf7
170 144~99999 300~600 雨 * * 5bffaec57ad3af4fc98e0cf7
171 144~99999 300~600 雨 * CN 5bffaec57ad3af4fc98e0cf7
172 6~144 0~1 雪 CN CN 5bffaec57ad3af4fc98e0cf8
173 6~144 1~300 雪 CN CN 5bffaec57ad3af4fc98e0cf8
174 6~144 300~600 雪 CN CN 5bffaec57ad3af4fc98e0cf8
175 144~99999 0~1 雪 CN CN 5bffaec57ad3af4fc98e0cf8
176 144~99999 1~300 雪 CN CN 5bffaec57ad3af4fc98e0cf8
177 144~99999 300~600 雪 CN CN 5bffaec57ad3af4fc98e0cf8
178 2~6 1~300 * CN CN 5bffaec57ad3af4fc98e0cf9
179 2~6 300~600 * CN CN 5bffaec57ad3af4fc98e0cf9
180 2~6 600~999 * CN CN 5bffaec57ad3af4fc98e0cf9
181 6~144 1~300 * CN CN 5bffaec57ad3af4fc98e0cf9
182 6~144 300~600 * CN CN 5bffaec57ad3af4fc98e0cf9
183 6~144 600~999 * CN CN 5bffaec57ad3af4fc98e0cf9
184 144~99999 1~300 * CN CN 5bffaec57ad3af4fc98e0cf9
185 144~99999 300~600 * CN CN 5bffaec57ad3af4fc98e0cf9
186 144~99999 600~999 * CN CN 5bffaec57ad3af4fc98e0cf9
187 2~6 1~300 雨 CN CN 5bffaec57ad3af4fc98e0cf9
188 2~6 300~600 雨 CN CN 5bffaec57ad3af4fc98e0cf9
189 2~6 600~999 雨 CN CN 5bffaec57ad3af4fc98e0cf9
190 6~144 1~300 雨 CN CN 5bffaec57ad3af4fc98e0cf9
191 6~144 300~600 雨 CN CN 5bffaec57ad3af4fc98e0cf9
192 6~144 600~999 雨 CN CN 5bffaec57ad3af4fc98e0cf9
193 144~99999 1~300 雨 CN CN 5bffaec57ad3af4fc98e0cf9
194 144~99999 300~600 雨 CN CN 5bffaec57ad3af4fc98e0cf9
195 144~99999 600~999 雨 CN CN 5bffaec57ad3af4fc98e0cf9
196 2~6 1~300 雪 CN CN 5bffaec57ad3af4fc98e0cf9
197 2~6 300~600 雪 CN CN 5bffaec57ad3af4fc98e0cf9
198 2~6 600~999 雪 CN CN 5bffaec57ad3af4fc98e0cf9
199 6~144 1~300 雪 CN CN 5bffaec57ad3af4fc98e0cf9
200 6~144 300~600 雪 CN CN 5bffaec57ad3af4fc98e0cf9
201 6~144 600~999 雪 CN CN 5bffaec57ad3af4fc98e0cf9
202 144~99999 1~300 雪 CN CN 5bffaec57ad3af4fc98e0cf9
203 144~99999 300~600 雪 CN CN 5bffaec57ad3af4fc98e0cf9
204 144~99999 600~999 雪 CN CN 5bffaec57ad3af4fc98e0cf9
205 144~99999 0~1 雪 CN JP 5bffaec57ad3af4fc98e0cfa
206 144~99999 0~1 雪 CN KR 5bffaec57ad3af4fc98e0cfa
207 144~99999 0~1 雪 CN US 5bffaec57ad3af4fc98e0cfa
208 144~99999 0~1 雪 CN * 5bffaec57ad3af4fc98e0cfa
209 144~99999 0~1 雪 CN CN 5bffaec57ad3af4fc98e0cfa
210 144~99999 1~300 雪 CN JP 5bffaec57ad3af4fc98e0cfa
211 144~99999 1~300 雪 CN KR 5bffaec57ad3af4fc98e0cfa
212 144~99999 1~300 雪 CN US 5bffaec57ad3af4fc98e0cfa
213 144~99999 1~300 雪 CN * 5bffaec57ad3af4fc98e0cfa
214 144~99999 1~300 雪 CN CN 5bffaec57ad3af4fc98e0cfa
215 144~99999 0~1 雪 * JP 5bffaec57ad3af4fc98e0cfa
216 144~99999 0~1 雪 * KR 5bffaec57ad3af4fc98e0cfa
217 144~99999 0~1 雪 * US 5bffaec57ad3af4fc98e0cfa
218 144~99999 0~1 雪 * * 5bffaec57ad3af4fc98e0cfa
219 144~99999 0~1 雪 * CN 5bffaec57ad3af4fc98e0cfa
220 144~99999 1~300 雪 * JP 5bffaec57ad3af4fc98e0cfa
221 144~99999 1~300 雪 * KR 5bffaec57ad3af4fc98e0cfa
222 144~99999 1~300 雪 * US 5bffaec57ad3af4fc98e0cfa
223 144~99999 1~300 雪 * * 5bffaec57ad3af4fc98e0cfa
224 144~99999 1~300 雪 * CN 5bffaec57ad3af4fc98e0cfa
225 2~6 1~300 * CN JP 5bffaec57ad3af4fc98e0cfb
226 2~6 1~300 * CN KR 5bffaec57ad3af4fc98e0cfb
227 2~6 1~300 * CN US 5bffaec57ad3af4fc98e0cfb
228 2~6 1~300 * CN * 5bffaec57ad3af4fc98e0cfb
229 2~6 1~300 * CN CN 5bffaec57ad3af4fc98e0cfb
230 2~6 300~600 * CN JP 5bffaec57ad3af4fc98e0cfb
231 2~6 300~600 * CN KR 5bffaec57ad3af4fc98e0cfb
232 2~6 300~600 * CN US 5bffaec57ad3af4fc98e0cfb
233 2~6 300~600 * CN * 5bffaec57ad3af4fc98e0cfb
234 2~6 300~600 * CN CN 5bffaec57ad3af4fc98e0cfb
235 2~6 600~999 * CN JP 5bffaec57ad3af4fc98e0cfb
236 2~6 600~999 * CN KR 5bffaec57ad3af4fc98e0cfb
237 2~6 600~999 * CN US 5bffaec57ad3af4fc98e0cfb
238 2~6 600~999 * CN * 5bffaec57ad3af4fc98e0cfb
239 2~6 600~999 * CN CN 5bffaec57ad3af4fc98e0cfb
240 6~144 1~300 * CN JP 5bffaec57ad3af4fc98e0cfb
241 6~144 1~300 * CN KR 5bffaec57ad3af4fc98e0cfb
242 6~144 1~300 * CN US 5bffaec57ad3af4fc98e0cfb
243 6~144 1~300 * CN * 5bffaec57ad3af4fc98e0cfb
244 6~144 1~300 * CN CN 5bffaec57ad3af4fc98e0cfb
245 6~144 300~600 * CN JP 5bffaec57ad3af4fc98e0cfb
246 6~144 300~600 * CN KR 5bffaec57ad3af4fc98e0cfb
247 6~144 300~600 * CN US 5bffaec57ad3af4fc98e0cfb
248 6~144 300~600 * CN * 5bffaec57ad3af4fc98e0cfb
249 6~144 300~600 * CN CN 5bffaec57ad3af4fc98e0cfb
250 6~144 600~999 * CN JP 5bffaec57ad3af4fc98e0cfb
251 6~144 600~999 * CN KR 5bffaec57ad3af4fc98e0cfb
252 6~144 600~999 * CN US 5bffaec57ad3af4fc98e0cfb
253 6~144 600~999 * CN * 5bffaec57ad3af4fc98e0cfb
254 6~144 600~999 * CN CN 5bffaec57ad3af4fc98e0cfb
255 144~99999 1~300 * CN JP 5bffaec57ad3af4fc98e0cfb
256 144~99999 1~300 * CN KR 5bffaec57ad3af4fc98e0cfb
257 144~99999 1~300 * CN US 5bffaec57ad3af4fc98e0cfb
258 144~99999 1~300 * CN * 5bffaec57ad3af4fc98e0cfb
259 144~99999 1~300 * CN CN 5bffaec57ad3af4fc98e0cfb
260 144~99999 300~600 * CN JP 5bffaec57ad3af4fc98e0cfb
261 144~99999 300~600 * CN KR 5bffaec57ad3af4fc98e0cfb
262 144~99999 300~600 * CN US 5bffaec57ad3af4fc98e0cfb
263 144~99999 300~600 * CN * 5bffaec57ad3af4fc98e0cfb
264 144~99999 300~600 * CN CN 5bffaec57ad3af4fc98e0cfb
265 144~99999 600~999 * CN JP 5bffaec57ad3af4fc98e0cfb
266 144~99999 600~999 * CN KR 5bffaec57ad3af4fc98e0cfb
267 144~99999 600~999 * CN US 5bffaec57ad3af4fc98e0cfb
268 144~99999 600~999 * CN * 5bffaec57ad3af4fc98e0cfb
269 144~99999 600~999 * CN CN 5bffaec57ad3af4fc98e0cfb
270 2~6 1~300 雨 CN JP 5bffaec57ad3af4fc98e0cfb
271 2~6 1~300 雨 CN KR 5bffaec57ad3af4fc98e0cfb
272 2~6 1~300 雨 CN US 5bffaec57ad3af4fc98e0cfb
273 2~6 1~300 雨 CN * 5bffaec57ad3af4fc98e0cfb
274 2~6 1~300 雨 CN CN 5bffaec57ad3af4fc98e0cfb
275 2~6 300~600 雨 CN JP 5bffaec57ad3af4fc98e0cfb
276 2~6 300~600 雨 CN KR 5bffaec57ad3af4fc98e0cfb
277 2~6 300~600 雨 CN US 5bffaec57ad3af4fc98e0cfb
278 2~6 300~600 雨 CN * 5bffaec57ad3af4fc98e0cfb
279 2~6 300~600 雨 CN CN 5bffaec57ad3af4fc98e0cfb
280 2~6 600~999 雨 CN JP 5bffaec57ad3af4fc98e0cfb
281 2~6 600~999 雨 CN KR 5bffaec57ad3af4fc98e0cfb
282 2~6 600~999 雨 CN US 5bffaec57ad3af4fc98e0cfb
283 2~6 600~999 雨 CN * 5bffaec57ad3af4fc98e0cfb
284 2~6 600~999 雨 CN CN 5bffaec57ad3af4fc98e0cfb
285 6~144 1~300 雨 CN JP 5bffaec57ad3af4fc98e0cfb
286 6~144 1~300 雨 CN KR 5bffaec57ad3af4fc98e0cfb
287 6~144 1~300 雨 CN US 5bffaec57ad3af4fc98e0cfb
288 6~144 1~300 雨 CN * 5bffaec57ad3af4fc98e0cfb
289 6~144 1~300 雨 CN CN 5bffaec57ad3af4fc98e0cfb
290 6~144 300~600 雨 CN JP 5bffaec57ad3af4fc98e0cfb
291 6~144 300~600 雨 CN KR 5bffaec57ad3af4fc98e0cfb
292 6~144 300~600 雨 CN US 5bffaec57ad3af4fc98e0cfb
293 6~144 300~600 雨 CN * 5bffaec57ad3af4fc98e0cfb
294 6~144 300~600 雨 CN CN 5bffaec57ad3af4fc98e0cfb
295 6~144 600~999 雨 CN JP 5bffaec57ad3af4fc98e0cfb
296 6~144 600~999 雨 CN KR 5bffaec57ad3af4fc98e0cfb
297 6~144 600~999 雨 CN US 5bffaec57ad3af4fc98e0cfb
298 6~144 600~999 雨 CN * 5bffaec57ad3af4fc98e0cfb
299 6~144 600~999 雨 CN CN 5bffaec57ad3af4fc98e0cfb
300 144~99999 1~300 雨 CN JP 5bffaec57ad3af4fc98e0cfb
301 144~99999 1~300 雨 CN KR 5bffaec57ad3af4fc98e0cfb
302 144~99999 1~300 雨 CN US 5bffaec57ad3af4fc98e0cfb
303 144~99999 1~300 雨 CN * 5bffaec57ad3af4fc98e0cfb
304 144~99999 1~300 雨 CN CN 5bffaec57ad3af4fc98e0cfb
305 144~99999 300~600 雨 CN JP 5bffaec57ad3af4fc98e0cfb
306 144~99999 300~600 雨 CN KR 5bffaec57ad3af4fc98e0cfb
307 144~99999 300~600 雨 CN US 5bffaec57ad3af4fc98e0cfb
308 144~99999 300~600 雨 CN * 5bffaec57ad3af4fc98e0cfb
309 144~99999 300~600 雨 CN CN 5bffaec57ad3af4fc98e0cfb
310 144~99999 600~999 雨 CN JP 5bffaec57ad3af4fc98e0cfb
311 144~99999 600~999 雨 CN KR 5bffaec57ad3af4fc98e0cfb
312 144~99999 600~999 雨 CN US 5bffaec57ad3af4fc98e0cfb
313 144~99999 600~999 雨 CN * 5bffaec57ad3af4fc98e0cfb
314 144~99999 600~999 雨 CN CN 5bffaec57ad3af4fc98e0cfb
315 2~6 1~300 雪 CN JP 5bffaec57ad3af4fc98e0cfb
316 2~6 1~300 雪 CN KR 5bffaec57ad3af4fc98e0cfb
317 2~6 1~300 雪 CN US 5bffaec57ad3af4fc98e0cfb
318 2~6 1~300 雪 CN * 5bffaec57ad3af4fc98e0cfb
319 2~6 1~300 雪 CN CN 5bffaec57ad3af4fc98e0cfb
320 2~6 300~600 雪 CN JP 5bffaec57ad3af4fc98e0cfb
321 2~6 300~600 雪 CN KR 5bffaec57ad3af4fc98e0cfb
322 2~6 300~600 雪 CN US 5bffaec57ad3af4fc98e0cfb
323 2~6 300~600 雪 CN * 5bffaec57ad3af4fc98e0cfb
324 2~6 300~600 雪 CN CN 5bffaec57ad3af4fc98e0cfb
325 2~6 600~999 雪 CN JP 5bffaec57ad3af4fc98e0cfb
326 2~6 600~999 雪 CN KR 5bffaec57ad3af4fc98e0cfb
327 2~6 600~999 雪 CN US 5bffaec57ad3af4fc98e0cfb
328 2~6 600~999 雪 CN * 5bffaec57ad3af4fc98e0cfb
329 2~6 600~999 雪 CN CN 5bffaec57ad3af4fc98e0cfb
330 6~144 1~300 雪 CN JP 5bffaec57ad3af4fc98e0cfb
331 6~144 1~300 雪 CN KR 5bffaec57ad3af4fc98e0cfb
332 6~144 1~300 雪 CN US 5bffaec57ad3af4fc98e0cfb
333 6~144 1~300 雪 CN * 5bffaec57ad3af4fc98e0cfb
334 6~144 1~300 雪 CN CN 5bffaec57ad3af4fc98e0cfb
335 6~144 300~600 雪 CN JP 5bffaec57ad3af4fc98e0cfb
336 6~144 300~600 雪 CN KR 5bffaec57ad3af4fc98e0cfb
337 6~144 300~600 雪 CN US 5bffaec57ad3af4fc98e0cfb
338 6~144 300~600 雪 CN * 5bffaec57ad3af4fc98e0cfb
339 6~144 300~600 雪 CN CN 5bffaec57ad3af4fc98e0cfb
340 6~144 600~999 雪 CN JP 5bffaec57ad3af4fc98e0cfb
341 6~144 600~999 雪 CN KR 5bffaec57ad3af4fc98e0cfb
342 6~144 600~999 雪 CN US 5bffaec57ad3af4fc98e0cfb
343 6~144 600~999 雪 CN * 5bffaec57ad3af4fc98e0cfb
344 6~144 600~999 雪 CN CN 5bffaec57ad3af4fc98e0cfb
345 144~99999 1~300 雪 CN JP 5bffaec57ad3af4fc98e0cfb
346 144~99999 1~300 雪 CN KR 5bffaec57ad3af4fc98e0cfb
347 144~99999 1~300 雪 CN US 5bffaec57ad3af4fc98e0cfb
348 144~99999 1~300 雪 CN * 5bffaec57ad3af4fc98e0cfb
349 144~99999 1~300 雪 CN CN 5bffaec57ad3af4fc98e0cfb
350 144~99999 300~600 雪 CN JP 5bffaec57ad3af4fc98e0cfb
351 144~99999 300~600 雪 CN KR 5bffaec57ad3af4fc98e0cfb
352 144~99999 300~600 雪 CN US 5bffaec57ad3af4fc98e0cfb
353 144~99999 300~600 雪 CN * 5bffaec57ad3af4fc98e0cfb
354 144~99999 300~600 雪 CN CN 5bffaec57ad3af4fc98e0cfb
355 144~99999 600~999 雪 CN JP 5bffaec57ad3af4fc98e0cfb
356 144~99999 600~999 雪 CN KR 5bffaec57ad3af4fc98e0cfb
357 144~99999 600~999 雪 CN US 5bffaec57ad3af4fc98e0cfb
358 144~99999 600~999 雪 CN * 5bffaec57ad3af4fc98e0cfb
359 144~99999 600~999 雪 CN CN 5bffaec57ad3af4fc98e0cfb
360 2~6 1~300 * CN JP 5bffaec57ad3af4fc98e0cfc
361 2~6 1~300 * CN KR 5bffaec57ad3af4fc98e0cfc
362 2~6 1~300 * CN US 5bffaec57ad3af4fc98e0cfc
363 2~6 1~300 * CN * 5bffaec57ad3af4fc98e0cfc
364 2~6 1~300 * CN CN 5bffaec57ad3af4fc98e0cfc
365 2~6 300~600 * CN JP 5bffaec57ad3af4fc98e0cfc
366 2~6 300~600 * CN KR 5bffaec57ad3af4fc98e0cfc
367 2~6 300~600 * CN US 5bffaec57ad3af4fc98e0cfc
368 2~6 300~600 * CN * 5bffaec57ad3af4fc98e0cfc
369 2~6 300~600 * CN CN 5bffaec57ad3af4fc98e0cfc
370 2~6 600~999 * CN JP 5bffaec57ad3af4fc98e0cfc
371 2~6 600~999 * CN KR 5bffaec57ad3af4fc98e0cfc
372 2~6 600~999 * CN US 5bffaec57ad3af4fc98e0cfc
373 2~6 600~999 * CN * 5bffaec57ad3af4fc98e0cfc
374 2~6 600~999 * CN CN 5bffaec57ad3af4fc98e0cfc
375 6~144 1~300 * CN JP 5bffaec57ad3af4fc98e0cfc
376 6~144 1~300 * CN KR 5bffaec57ad3af4fc98e0cfc
